Sun Mar 24 17:22:31 2024    prof.out

         1141209 function calls (1123906 primitive calls) in 2.888 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6186    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
     78/4    0.000    0.000    0.002    0.001 core.py:909(_parseCache)
        1    0.000    0.000    0.002    0.002 core.py:5798(<listcomp>)
        1    0.000    0.000    0.002    0.002 win.py:1(<module>)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
       18    0.000    0.000    0.002    0.000 core.py:262(_trim_arity)
       32    0.000    0.000    0.002    0.000 colors.py:409(to_rgba_array)
       14    0.000    0.000    0.002    0.000 core.py:675(<listcomp>)
        2    0.000    0.000    0.002    0.001 dataclasses.py:1379(make_dataclass)
1948/1778    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      8/4    0.000    0.000    0.002    0.001 functools.py:981(__get__)
     35/5    0.000    0.000    0.002    0.000 core.py:3675(streamline)
        1    0.000    0.000    0.002    0.002 logging.py:1(<module>)
        4    0.000    0.000    0.002    0.000 core.py:2973(re_match)
     1164    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        4    0.000    0.000    0.002    0.000 core.py:2961(re)
    26/14    0.000    0.000    0.002    0.000 core.py:4108(parseImpl)
     2712    0.002    0.000    0.002    0.000 _parser.py:176(append)
        1    0.000    0.000    0.002    0.002 helpers.py:648(make_html_tags)
       67    0.000    0.000    0.002    0.000 colors.py:1108(<dictcomp>)
        1    0.000    0.000    0.002    0.002 helpers.py:590(_makeTags)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.002    0.002 traceback.py:217(extract_stack)
     2836    0.002    0.000    0.002    0.000 inspect.py:3019(<genexpr>)
        1    0.000    0.000    0.002    0.002 tmpdir.py:1(<module>)
     2328    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.002    0.002 traceback.py:372(extract)
        1    0.000    0.000    0.002    0.002 traceback.py:394(_extract_from_extended_frame_gen)
      586    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
       20    0.000    0.000    0.002    0.000 core.py:4889(parseImpl)
       36    0.000    0.000    0.002    0.000 traceback.py:313(line)
     1764    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
       63    0.000    0.000    0.002    0.000 core.py:3783(__init__)
        2    0.000    0.000    0.002    0.001 linecache.py:26(getline)
        2    0.000    0.000    0.002    0.001 linecache.py:36(getlines)
        1    0.000    0.000    0.002    0.002 __init__.py:964(Config)
        1    0.000    0.000    0.002    0.002 core.py:400(ParserElement)
 3538/834    0.002    0.000    0.002    0.000 __init__.py:353(recursive_subclasses)
        1    0.000    0.000    0.002    0.002 linecache.py:80(updatecache)
      633    0.001    0.000    0.002    0.000 _compiler.py:398(_simple)
      409    0.001    0.000    0.002    0.000 copy.py:259(_reconstruct)
      388    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
     2714    0.001    0.000    0.002    0.000 util.py:185(is_consecutive)
      278    0.001    0.000    0.002    0.000 inspect.py:2773(__str__)
        1    0.000    0.000    0.002    0.002 rrule.py:1(<module>)
     3000    0.001    0.000    0.002    0.000 random.py:520(uniform)
     3072    0.001    0.000    0.002    0.000 _parser.py:256(match)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
      447    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:748(find_spec)
      170    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
     27/7    0.000    0.000    0.002    0.000 core.py:4409(streamline)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
       53    0.001    0.000    0.002    0.000 _compiler.py:386(_mk_bitmap)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dviread.py:1(<module>)
       18    0.000    0.000    0.002    0.000 typing.py:2874(<dictcomp>)
      354    0.001    0.000    0.002    0.000 typing.py:306(_deduplicate)
      195    0.002    0.000    0.002    0.000 colors.py:1110(<listcomp>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:454(StrFormatStyle)
      160    0.001    0.000    0.002    0.000 shape_base.py:612(column_stack)
      904    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      601    0.001    0.000    0.002    0.000 typing.py:1294(__getattr__)
       44    0.000    0.000    0.002    0.000 _base.py:51(__init__)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
       47    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       10    0.000    0.000    0.002    0.000 core.py:2791(_generateDefaultName)
        1    0.000    0.000    0.002    0.002 animation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 reports.py:1(<module>)
     6527    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        7    0.001    0.000    0.001    0.000 enum.py:1653(convert_class)
     5352    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.001    0.001 path.py:1(<module>)
     2640    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
       15    0.000    0.000    0.001    0.000 core.py:2792(charsAsStr)
      447    0.001    0.000    0.001    0.000 __init__.py:89(find_spec)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
        1    0.000    0.000    0.001    0.001 python_api.py:1(<module>)
     6303    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
     2606    0.001    0.000    0.001    0.000 typing.py:1372(__eq__)
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
       46    0.000    0.000    0.001    0.000 typing.py:1620(copy_with)
        1    0.000    0.000    0.001    0.001 geo.py:413(LambertAxes)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
      115    0.001    0.000    0.001    0.000 dataclasses.py:723(_get_field)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
       79    0.000    0.000    0.001    0.000 inspect.py:2039(_signature_bound_method)
      226    0.000    0.000    0.001    0.000 typing.py:1663(<genexpr>)
       12    0.000    0.000    0.001    0.000 typing.py:1668(copy_with)
       19    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
      449    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
  978/800    0.001    0.000    0.001    0.000 typing.py:1378(__hash__)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       32    0.000    0.000    0.001    0.000 enum.py:482(__prepare__)
       35    0.001    0.000    0.001    0.000 dataclasses.py:392(_fields_in_init_order)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
       79    0.000    0.000    0.001    0.000 core.py:3601(__init__)
     1750    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
     2973    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.001    0.001    0.001    0.001 helpers.py:692(<dictcomp>)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
      437    0.001    0.000    0.001    0.000 <frozen ntpath>:87(isabs)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
        1    0.000    0.000    0.001    0.001 cacheprovider.py:1(<module>)
      959    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
      225    0.001    0.000    0.001    0.000 core.py:455(__init__)
        1    0.000    0.000    0.001    0.001 geo.py:456(InvertedLambertTransform)
       30    0.001    0.000    0.001    0.000 function_base.py:24(linspace)
     7582    0.001    0.000    0.001    0.000 inspect.py:2739(name)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
      447    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
     1669    0.001    0.000    0.001    0.000 _parser.py:293(tell)
      474    0.001    0.000    0.001    0.000 __init__.py:741(__getitem__)
      428    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:920(find_spec)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
      419    0.001    0.000    0.001    0.000 function_base.py:348(iterable)
       30    0.000    0.000    0.001    0.000 pathlib.py:940(glob)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
      474    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 code.py:444(ExceptionInfo)
      850    0.001    0.000    0.001    0.000 colors.py:216(_is_nth_color)
        6    0.000    0.000    0.001    0.000 enum.py:910(<listcomp>)
     5731    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 relativedelta.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      132    0.000    0.000    0.001    0.000 ast.py:430(visit_Constant)
     1466    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     1750    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1026(__enter__)
     1736    0.001    0.000    0.001    0.000 inspect.py:378(isfunction)
        1    0.000    0.000    0.001    0.001 recwarn.py:1(<module>)
     6601    0.001    0.000    0.001    0.000 inspect.py:2751(kind)
  454/402    0.001    0.000    0.001    0.000 typing.py:1676(__hash__)
        2    0.000    0.000    0.001    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:421(PercentStyle)
        1    0.000    0.000    0.001    0.001 terminalwriter.py:1(<module>)
      165    0.001    0.000    0.001    0.000 typing.py:1712(__hash__)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
        1    0.000    0.000    0.001    0.001 hermite.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:57(_make_fontconfig_parser)
      388    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
       64    0.000    0.000    0.001    0.000 core.py:4349(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
      291    0.001    0.000    0.001    0.000 _parser.py:376(_escape)
     12/5    0.000    0.000    0.001    0.000 core.py:4092(streamline)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
      564    0.001    0.000    0.001    0.000 enum.py:826(__setattr__)
       84    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
       56    0.000    0.000    0.001    0.000 inspect.py:1441(formatannotation)
      103    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
       10    0.000    0.000    0.001    0.000 dataclasses.py:845(_hash_add)
       33    0.000    0.000    0.001    0.000 typing.py:1510(copy_with)
        1    0.000    0.000    0.001    0.001 structures.py:77(ParameterSet)
1808/1365    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
      598    0.001    0.000    0.001    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.001    0.001 __init__.py:149(EntryPoint)
      611    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
        1    0.001    0.001    0.001    0.001 Image.py:470(Image)
        1    0.000    0.000    0.001    0.001 argparsing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
      464    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 wintypes.py:1(<module>)
     3680    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       10    0.000    0.000    0.001    0.000 dataclasses.py:638(_hash_fn)
   148/39    0.000    0.000    0.001    0.000 core.py:1862(__str__)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
     1129    0.001    0.000    0.001    0.000 typing.py:1671(__eq__)
        1    0.000    0.000    0.001    0.001 python.py:1119(Metafunc)
        1    0.000    0.000    0.001    0.001 monkeypatch.py:1(<module>)
     1401    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       29    0.000    0.000    0.001    0.000 __init__.py:2081(getLogger)
      388    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
      105    0.000    0.000    0.001    0.000 __init__.py:331(wrapper)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
      791    0.001    0.000    0.001    0.000 __init__.py:690(_get)
        1    0.000    0.000    0.001    0.001 code.py:324(Traceback)
     1638    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
     2581    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     1289    0.001    0.000    0.001    0.000 __init__.py:670(_set)
       66    0.000    0.000    0.001    0.000 enum.py:941(_get_mixins_)
      317    0.000    0.000    0.001    0.000 function_base.py:483(_add_docstring)
        1    0.000    0.000    0.001    0.001 pytester.py:655(Pytester)
        1    0.000    0.000    0.001    0.001 __init__.py:805(copy)
       10    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
      227    0.000    0.000    0.001    0.000 _parser.py:231(__init__)
     2005    0.000    0.000    0.001    0.000 {built-in method nt.fspath}
